valid_task,valid_accuracy,valid_balanced_accuracy,valid_mcc,valid_precision_macro,valid_recall_macro,valid_f1_macro,valid_precision_weighted,valid_recall_weighted,valid_f1_weighted,valid_log_loss,valid_roc_auc,fold,seed,epoch,task,accuracy,balanced_accuracy,mcc,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,log_loss,roc_auc
classification,0.8900140404270173,0.8440650607929499,0.7102175748815047,0.8665069932617389,0.8440650607929499,0.8542765136984223,0.8878366531788262,0.8900140404270173,0.8882785330705608,0.31406896651657507,,0.0,0.0,0.0,,,,,,,,,,,,
classification,0.9000933413863157,0.8461374177464366,0.7341681084282993,0.8892982842929987,0.8461374177464366,0.8643745783265733,0.8984593580612547,0.9000933413863157,0.8971687332227257,0.4112462757764438,,0.0,0.0,1.0,,,,,,,,,,,,
classification,0.900775753202237,0.8735547881972452,0.7454885619431645,0.871935532315167,0.8735547881972452,0.872739758583527,0.9009983119032395,0.900775753202237,0.9008835136722032,0.4072282673177372,,0.0,0.0,2.0,,,,,,,,,,,,
classification,0.9049800374934308,0.8590642746107492,0.7487671496756408,0.890356465455363,0.8590642746107492,0.8729304573783733,0.9032773060636545,0.9049800374934308,0.9029988071047604,0.4818074760215868,,0.0,0.0,3.0,,,,,,,,,,,,
classification,0.9065174250327479,0.8710636031823324,0.7559337676138383,0.8849985933126279,0.8710636031823324,0.8776612797848732,0.9052701325990059,0.9065174250327479,0.905656172768942,0.44995158724819884,,0.0,0.0,4.0,,,,,,,,,,,,
classification,0.9093804171340273,0.8809142584886919,0.7658703873976558,0.8849668509521339,0.8809142584886919,0.8829086770179395,0.9089421727266226,0.9093804171340273,0.90914067010635,0.4518476124169536,,0.0,0.0,5.0,,,,,,,,,,,,
classification,0.9087999748997952,0.8722635969798014,0.7613084051676262,0.8892339275725115,0.8722635969798014,0.8802111705737201,0.9074572456111596,0.9087999748997952,0.9077841593515854,0.5001722233608044,,0.0,0.0,6.0,,,,,,,,,,,,
classification,0.9101177356477814,0.8803133544444826,0.7671243178997632,0.8868387161770586,0.8803133544444826,0.8834943352583582,0.9094587427156122,0.9101177356477814,0.9097354916969289,0.5338133028881156,,0.0,0.0,7.0,,,,,,,,,,,,
classification,0.9100549851359725,0.8749503034376702,0.7649676692321614,0.8901687300992958,0.8749503034376702,0.8821272646229743,0.9088210020696617,0.9100549851359725,0.9091607544304915,0.5153909002156276,,0.0,0.0,8.0,,,,,,,,,,,,
classification,0.9105491454164673,0.870564346722132,0.7647297215132081,0.8945411587344303,0.870564346722132,0.8815108779623346,0.9090760341369316,0.9105491454164673,0.9091486021665762,0.5896109706573965,,0.0,0.0,9.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,classification,0.9104426868983287,0.8769793700848124,0.7792169833382494,0.9026606993017676,0.8769793700848124,0.8884182020429747,0.9094667804130221,0.9104426868983287,0.9089693021730181,0.6073884435078063,
classification,0.884161149738847,0.8290310851161913,0.6980202318435547,0.8702022894667177,0.8290310851161913,0.8461740211275508,0.8818668362993419,0.884161149738847,0.8807597917795091,0.38132930687973754,,1.0,0.0,0.0,,,,,,,,,,,,
classification,0.8946239063175755,0.8507604400385598,0.7279583133841772,0.8776960323453812,0.8507604400385598,0.8627562107575105,0.8926754770731996,0.8946239063175755,0.8926778966712031,0.4152845516449444,,1.0,0.0,1.0,,,,,,,,,,,,
classification,0.8995974583319472,0.8601180452128985,0.7418552482151373,0.8820616715964493,0.8601180452128985,0.870118283219965,0.8979174457871794,0.8995974583319472,0.8981142876557707,0.4250692071409064,,1.0,0.0,2.0,,,,,,,,,,,,
